wind_speed_m_per_s,wind_direction_deg,yaw_angles_deg_by_turbine
7.000000,217.500000,"[9.000000000000002, 0.0, 7.916666666666669, 4.053571428571429, 0.0, 0.0, 0.0, 0.0, 2.285714285714286, 0.0, -5.023809523809524, 10.85714285714286, 0.0, 0.0, 0.0, 0.0, 6.988095238095238]"
7.000000,222.500000,"[6.130952380952382, 0.0, 4.446428571428571, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -7.142857142857142, 5.714285714285715, 1.8750000000000004, 0.0, 0.0, 0.0, 2.089285714285715]"
7.000000,227.500000,"[1.660714285714286, 0.0, 0.0, 0.0, -1.7142857142857149, 0.0, 0.0, 0.0, 0.0, 0.0, -2.2500000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
7.000000,232.500000,"[0.0, 0.0, -1.535714285714286, 0.0, -5.7142857142857135, 0.0, 0.0, 0.0, 0.0, -1.7142857142857149, 7.089285714285715, 0.0, -2.023809523809524, 0.0, 0.0, 0.0, 0.0]"
7.000000,237.500000,"[0.0, 0.0, -3.9047619047619055, -1.5595238095238098, -9.011904761904761, 0.0, 0.0, 0.0, 0.0, 0.0, 5.714285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
7.000000,242.500000,"[0.0, 0.0, -1.6785714285714293, 0.0, -6.38095238095238, 0.0, 0.0, 0.0, 0.0, 2.464285714285715, 1.8809523809523814, -2.571428571428572, 0.0, 0.0, 0.0, 0.0, 0.0]"
7.000000,247.500000,"[0.0, 0.0, 4.166666666666667, 1.547619047619048, 6.380952380952381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.2380952380952386, -3.7380952380952386, 0.0, 0.0, 0.0, 0.0]"
7.000000,252.500000,"[0.0, 0.0, 2.1964285714285716, 0.0, 8.285714285714286, 0.0, 0.0, 0.0, 0.0, -1.7142857142857149, 0.0, 2.2619047619047623, -4.166666666666668, -2.8571428571428577, 0.0, 0.0, 0.0]"
7.000000,257.500000,"[0.0, 0.0, 0.0, -3.880952380952382, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.166666666666667, 0.0, 0.0, 0.0, 0.0]"
7.000000,262.500000,"[0.0, 0.0, 0.0, -3.845238095238096, 1.5535714285714288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7857142857142865, 2.2619047619047623, 0.0, 0.0, 0.0]"
7.000000,267.500000,"[0.0, 0.0, -3.071428571428572, 2.2678571428571432, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8571428571428577, 2.3214285714285716, 0.0, 0.0, 0.0]"
7.000000,272.500000,"[0.0, 0.0, -3.4285714285714293, 4.761904761904763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.8750000000000004, 0.0, 0.0, 0.0, -3.1428571428571432, 0.0, 0.0]"
7.000000,277.500000,"[0.0, 0.0, 1.8452380952380958, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.5357142857142865, 0.0, 0.0, 0.0, -8.214285714285714, 0.0, -2.083333333333334]"
7.000000,282.500000,"[0.0, 0.0, 2.6190476190476195, 0.0, 0.0, 0.0, 0.0, 0.0, -3.833333333333334, 0.0, 0.0, 0.0, 0.0, -4.3928571428571415, -12.178571428571429, 0.0, 0.0]"
7.000000,287.500000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.488095238095239, -1.6190476190476195, 2.8571428571428577, 0.0, 0.0, -6.238095238095237, -4.2857142857142865, 0.0, 2.089285714285715]"
7.000000,292.500000,"[0.0, 0.0, -1.7619047619047623, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1071428571428577, 0.0, 1.666666666666667, 0.0, 0.0, 0.0, 10.940476190476192, 0.0, -2.8571428571428577]"
7.000000,297.500000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3035714285714293, 1.660714285714286, 0.0, -2.0000000000000004, 0.0, 7.059523809523811, 11.226190476190476, 0.0, 0.0]"
7.000000,302.500000,"[0.0, 0.0, 1.5952380952380953, 0.0, 0.0, -1.6666666666666674, 0.0, 0.0, 1.7678571428571432, 0.0, -1.833333333333334, 0.0, 0.0, 5.035714285714287, 5.714285714285715, -3.3035714285714293, 0.0]"
7.000000,307.500000,"[0.0, 0.0, 0.0, 0.0, 0.0, -5.142857142857142, 0.0, 0.0, 0.0, 0.0, -5.7142857142857135, 1.7142857142857146, 0.0, 1.517857142857143, 0.0, -9.625, -3.80952380952381]"
7.000000,312.500000,"[0.0, 0.0, 0.0, 0.0, 0.0, -11.428571428571429, 0.0, 0.0, 0.0, -2.6309523809523814, -5.7142857142857135, 0.0, 0.0, 0.0, -4.767857142857142, -15.845238095238093, -3.178571428571429]"
7.000000,317.500000,"[0.0, -3.9464285714285725, 0.0, -2.047619047619048, 0.0, -16.517857142857142, 0.0, 0.0, 0.0, -5.0476190476190474, 5.42857142857143, 0.0, 0.0, 0.0, -6.4107142857142865, -15.553571428571427, 4.0]"
7.000000,322.500000,"[0.0, -5.7142857142857135, 0.0, 1.6250000000000004, 0.0, 13.660714285714285, 0.0, 0.0, 0.0, 0.0, 5.714285714285715, 0.0, 0.0, 0.0, 2.3333333333333335, 11.0, 2.488095238095239]"
7.000000,327.500000,"[0.0, -4.125, 0.0, 0.0, 0.0, 15.785714285714288, 0.0, 0.0, 0.0, 4.607142857142858, 2.3809523809523814, -1.6666666666666674, 0.0, 0.0, 6.446428571428571, 12.142857142857146, 0.0]"
7.000000,332.500000,"[0.0, 0.0, 0.0, 0.0, 0.0, 11.92857142857143, 0.0, -2.3571428571428577, 0.0, 2.8571428571428577, 0.0, 0.0, 0.0, 1.4285714285714288, 1.5000000000000002, 7.821428571428572, 0.0]"
7.000000,337.500000,"[0.0, 7.303571428571429, 0.0, 0.0, 0.0, 7.559523809523811, 0.0, -5.0, 0.0, 0.0, 0.0, 2.0000000000000004, 0.0, 0.0, 0.0, 1.547619047619048, 0.0]"
7.000000,342.500000,"[0.0, 12.000000000000002, 0.0, 0.0, 0.0, 3.3571428571428577, 0.0, -10.285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
7.000000,347.500000,"[0.0, 11.42857142857143, -1.5892857142857149, 0.0, 0.0, 0.0, 0.0, 6.982142857142859, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
7.000000,352.500000,"[0.0, 6.154761904761906, -3.2023809523809526, 0.0, 0.0, -2.0000000000000004, 0.0, 14.839285714285712, 0.0, -3.6190476190476195, 0.0, 0.0, 0.0, 0.0, 0.0, 1.547619047619048, 0.0]"
7.000000,357.500000,"[0.0, 2.035714285714286, 0.0, 0.0, 0.0, -5.297619047619047, 0.0, 11.91666666666667, 0.0, -3.2500000000000004, 0.0, -1.2678571428571432, 0.0, -2.8571428571428577, 0.0, 0.0, -2.8571428571428577]"
9.000000,2.500000,"[0.0, 0.0, 2.178571428571429, -1.5000000000000002, 0.0, 0.0, 0.0, 7.464285714285715, 0.0, 2.3214285714285716, 0.0, -4.017857142857144, 0.0, -8.285714285714285, 0.0, 0.0, -7.69047619047619]"
9.000000,7.500000,"[0.0, 0.0, 0.0, -4.7142857142857135, 0.0, 5.714285714285715, 0.0, 3.1428571428571432, 0.0, 3.714285714285715, 0.0, -9.017857142857142, 0.0, -14.285714285714285, 0.0, 0.0, -11.428571428571429]"
9.000000,12.500000,"[0.0, 0.0, 0.0, -10.309523809523812, 0.0, 3.285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, -13.488095238095237, 0.0, -18.5, 0.0, 0.0, -14.285714285714285]"
9.000000,17.500000,"[0.0, 0.0, 0.0, -17.511904761904763, 0.0, 0.0, -4.625, 0.0, 0.0, 0.0, 0.0, -15.875, 0.0, -18.5, -2.3928571428571432, 0.0, -11.428571428571429]"
9.000000,22.500000,"[0.0, 0.0, 0.0, 20.0, 0.0, 0.0, -9.011904761904761, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 18.73214285714286, -5.916666666666665, 1.6250000000000004, 10.91666666666667]"
9.000000,27.500000,"[0.0, 0.0, 0.0, 20.0, 0.0, 0.0, -7.69047619047619, 0.0, 0.0, 0.0, 0.0, 17.77380952380953, 0.0, 15.916666666666671, -7.482142857142858, 0.0, 8.952380952380954]"
9.000000,32.500000,"[0.0, -2.1071428571428577, 0.0, 15.839285714285719, 0.0, -2.2380952380952386, 5.714285714285715, 0.0, 0.0, 0.0, 0.0, 12.023809523809527, 0.0, 9.839285714285715, 0.0, 0.0, 5.714285714285715]"
9.000000,37.500000,"[0.0, -1.547619047619048, 0.0, 11.142857142857144, 0.0, 0.0, 9.339285714285715, 0.0, 0.0, -4.726190476190475, 0.0, 5.714285714285715, 0.0, 4.738095238095239, 7.767857142857144, 0.0, 1.5892857142857144]"
9.000000,42.500000,"[0.0, 1.9166666666666672, 0.0, 5.142857142857144, 0.0, 2.0000000000000004, 6.047619047619048, 0.0, 0.0, -6.726190476190475, 0.0, 0.0, 0.0, 1.5714285714285716, 5.714285714285715, 0.0, 0.0]"
9.000000,47.500000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6904761904761911, 0.0]"
9.000000,52.500000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.035714285714286, 0.0, 0.0, 7.392857142857144, 0.0, 0.0, -5.142857142857142, 0.0, 0.0, -1.5238095238095242, 0.0]"
9.000000,57.500000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0000000000000004, -4.619047619047619, 0.0, 5.48809523809524, 0.0, 0.0, -8.726190476190476, 0.0, 0.0, 3.452380952380953, 0.0]"
9.000000,62.500000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2380952380952386, -2.3571428571428577, 0.0, 1.6309523809523814, 0.0, 0.0, -3.6428571428571432, 0.0, 0.0, 2.8571428571428577, 0.0]"
9.000000,67.500000,"[-4.660714285714285, 0.0, 1.833333333333334, 0.0, 0.0, 0.0, 0.0, 4.6190476190476195, 0.0, 0.0, 0.0, 0.0, 6.857142857142858, 0.0, 0.0, 0.0, 0.0]"
9.000000,72.500000,"[-3.8750000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.875, 0.0, 0.0, 0.0, 0.0, 6.982142857142859, 0.0, -2.6309523809523814, 0.0, 0.0]"
9.000000,77.500000,"[6.797619047619048, 0.0, -3.3035714285714293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.6190476190476195, 0.0, 0.0, 0.0, 0.0]"
9.000000,82.500000,"[7.095238095238097, 0.0, -3.345238095238096, 0.0, 0.0, 1.8571428571428577, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2023809523809526, 0.0, 0.0]"
9.000000,87.500000,"[3.1071428571428577, -3.589285714285715, 3.1428571428571432, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
9.000000,92.500000,"[0.0, -2.8571428571428577, 4.166666666666667, 0.0, 0.0, 0.0, 0.0, -2.8571428571428577, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
9.000000,97.500000,"[0.0, 1.833333333333334, 0.0, 0.0, 0.0, 0.0, 0.0, -8.196428571428571, 0.0, -1.6785714285714293, 0.0, 0.0, -3.2500000000000004, 0.0, 0.0, 0.0, 0.0]"
9.000000,102.500000,"[0.0, 3.9464285714285716, -2.5357142857142865, 0.0, 0.0, 0.0, 0.0, -12.130952380952381, 0.0, 0.0, -3.2500000000000004, 0.0, -2.1428571428571432, 0.0, 0.0, 0.0, 0.0]"
9.000000,107.500000,"[-1.940476190476191, 0.0, -4.571428571428571, 0.0, 0.0, 0.0, 0.0, -4.32142857142857, 0.0, 1.7500000000000004, -2.6428571428571432, 0.0, 3.2678571428571432, 0.0, 0.0, -1.6190476190476195, 0.0]"
9.000000,112.500000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.023809523809527, 0.0, 0.0, 2.6666666666666674, 0.0, 1.928571428571429, 0.0, 0.0, -1.7857142857142863, 0.0]"
9.000000,117.500000,"[2.089285714285715, 0.0, 5.714285714285715, 0.0, 0.0, -1.4523809523809526, 0.0, 10.035714285714288, 0.0, -1.5952380952380958, 2.571428571428572, 0.0, 0.0, 0.0, 0.0, 3.023809523809524, 0.0]"
9.000000,122.500000,"[0.0, 0.0, 3.928571428571429, 0.0, -2.8571428571428577, -3.595238095238096, -2.7321428571428577, 6.047619047619048, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4285714285714288, 0.0]"
9.000000,127.500000,"[0.0, -1.6250000000000004, 0.0, 0.0, -6.38095238095238, -8.952380952380954, -6.7142857142857135, 1.7619047619047623, 0.0, 1.5952380952380953, -2.8571428571428577, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
9.000000,132.500000,"[0.0, -4.726190476190475, 0.0, 0.0, -6.023809523809523, -13.738095238095239, -12.857142857142856, 0.0, 0.0, 0.0, -1.8095238095238102, 0.0, -3.452380952380953, 0.0, 0.0, 0.0, 0.0]"
9.000000,137.500000,"[0.0, -3.05952380952381, 0.0, 0.0, 6.67857142857143, -15.875, -17.46428571428571, 0.0, 0.0, 0.0, 3.1428571428571432, 0.0, -5.059523809523809, 0.0, 0.0, -2.416666666666667, 0.0]"
9.000000,142.500000,"[0.0, 1.9166666666666672, 0.0, 0.0, 7.261904761904763, -20.0, -15.166666666666666, 0.0, 0.0, 0.0, 1.666666666666667, 0.0, 0.0, 0.0, 0.0, -4.904761904761903, 0.0]"
9.000000,147.500000,"[0.0, 2.3928571428571432, 0.0, 0.0, 3.714285714285715, 15.017857142857142, 18.5, 0.0, 0.0, 0.0, 0.0, 0.0, 5.714285714285715, 0.0, 0.0, -8.785714285714286, 0.0]"
9.000000,152.500000,"[0.0, 0.0, 0.0, 0.0, 0.0, 7.696428571428573, 15.357142857142856, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8571428571428577, 0.0, 0.0, -9.261904761904761, 0.0]"
9.000000,157.500000,"[0.0, -6.345238095238094, 0.0, 0.0, 0.0, 3.2261904761904763, 8.321428571428573, 0.0, 0.0, 0.0, 1.6190476190476195, 0.0, 0.0, 0.0, 0.0, -5.7142857142857135, 0.0]"
9.000000,162.500000,"[-2.1428571428571432, -10.321428571428573, 0.0, 0.0, 0.0, 0.0, 3.571428571428572, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.571428571428573, 0.0]"
9.000000,167.500000,"[2.5238095238095246, -5.7142857142857135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6071428571428577, 0.0, 0.0, 0.0, 0.0, 0.0, 9.797619047619047, 0.0]"
9.000000,172.500000,"[0.0, 6.80952380952381, 0.0, 0.0, -3.857142857142858, 0.0, 0.0, 0.0, 0.0, -1.8452380952380958, 1.7500000000000004, 0.0, 0.0, 0.0, 0.0, 5.714285714285715, 0.0]"
9.000000,177.500000,"[-3.6190476190476195, 10.595238095238097, 0.0, -2.8571428571428577, -3.464285714285715, 0.0, 0.0, 0.0, -3.0178571428571432, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
9.000000,182.500000,"[0.0, 6.226190476190477, 0.0, -8.035714285714285, 3.5476190476190483, 0.0, 0.0, 0.0, -7.9642857142857135, 1.7500000000000004, 0.0, -1.535714285714286, 0.0, 0.0, 0.0, 0.0, -3.916666666666668]"
9.000000,187.500000,"[5.250000000000001, 2.095238095238096, 0.0, -12.5, 4.357142857142858, 0.0, 0.0, 0.0, -14.130952380952381, 0.0, 0.0, -4.202380952380952, 0.0, 0.0, 0.0, 0.0, -9.797619047619046]"
9.000000,192.500000,"[2.0000000000000004, 0.0, 0.0, -13.357142857142856, 1.535714285714286, 0.0, 0.0, 0.0, -18.5, 0.0, 0.0, -8.309523809523808, 0.0, 0.0, 0.0, 0.0, -16.57142857142857]"
9.000000,197.500000,"[-3.80952380952381, 0.0, -1.547619047619048, -8.928571428571429, 0.0, 0.0, 0.0, 0.0, -17.142857142857142, 0.0, 0.0, -12.142857142857142, 0.0, 0.0, 0.0, 0.0, -20.0]"
9.000000,202.500000,"[-8.875, 0.0, -5.7142857142857135, 13.880952380952378, 0.0, 0.0, 0.0, 0.0, 18.000000000000004, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 20.0]"
9.000000,207.500000,"[-7.738095238095237, 0.0, -7.761904761904761, 11.42857142857143, 0.0, 0.0, 0.0, 0.0, 13.523809523809524, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 17.35714285714286]"
9.000000,212.500000,"[5.714285714285715, 0.0, 0.0, 8.196428571428573, 0.0, 0.0, 0.0, 0.0, 7.303571428571429, 0.0, 0.0, 16.571428571428577, -2.3333333333333335, 0.0, 0.0, 0.0, 11.904761904761907]"
9.000000,217.500000,"[9.35714285714286, 0.0, 8.214285714285715, 4.0, 0.0, 0.0, 0.0, 0.0, 3.2678571428571437, 0.0, -4.964285714285713, 10.964285714285717, 0.0, 0.0, 0.0, 0.0, 6.982142857142859]"
9.000000,222.500000,"[6.083333333333335, 0.0, 4.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -7.464285714285714, 5.392857142857144, 2.0000000000000004, 0.0, 0.0, 0.0, 2.2142857142857144]"
9.000000,227.500000,"[1.6309523809523814, 0.0, 0.0, 0.0, -1.8571428571428577, 0.0, 0.0, 0.0, 0.0, 0.0, -2.440476190476191, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
9.000000,232.500000,"[0.0, 0.0, -1.4285714285714288, 0.0, -5.523809523809524, 0.0, 0.0, 0.0, 0.0, -1.6547619047619053, 7.303571428571429, 0.0, -2.023809523809524, 0.0, 0.0, 0.0, 0.0]"
9.000000,237.500000,"[0.0, 0.0, -3.6309523809523814, -1.6785714285714293, -9.345238095238097, 0.0, 0.0, 0.0, 0.0, 0.0, 6.083333333333335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
9.000000,242.500000,"[0.0, 0.0, -1.7678571428571435, 0.0, -6.369047619047618, 0.0, 0.0, 0.0, 0.0, 2.464285714285715, 1.8690476190476195, -2.6071428571428577, 0.0, 0.0, 0.0, 0.0, 0.0]"
9.000000,247.500000,"[0.0, 0.0, 4.178571428571429, 1.535714285714286, 6.916666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.2500000000000004, -3.5476190476190483, 0.0, 0.0, 0.0, 0.0]"
9.000000,252.500000,"[0.0, 0.0, 2.2261904761904763, 0.0, 8.321428571428573, 0.0, 0.0, 0.0, 0.0, -1.8392857142857149, 0.0, 2.2380952380952386, -4.059523809523811, -2.8571428571428577, 0.0, 0.0, 0.0]"
9.000000,257.500000,"[0.0, 0.0, 0.0, -4.2857142857142865, 4.1607142857142865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.071428571428572, 0.0, 0.0, 0.0, 0.0]"
9.000000,262.500000,"[0.0, 0.0, 0.0, -4.047619047619048, 1.5892857142857144, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.345238095238096, 2.2321428571428577, 0.0, 0.0, 0.0]"
9.000000,267.500000,"[0.0, 0.0, -3.178571428571429, 2.345238095238096, 0.0, 0.0, 0.0, 0.0, 1.4285714285714288, 0.0, 0.0, 0.0, 2.8571428571428577, 2.416666666666667, 0.0, 0.0, 0.0]"
9.000000,272.500000,"[0.0, 0.0, -2.8571428571428577, 5.142857142857144, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.8571428571428577, 0.0, 0.0, 0.0, -3.1190476190476195, 0.0, 0.0]"
9.000000,277.500000,"[0.0, 0.0, 1.9761904761904767, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6666666666666674, 0.0, -2.5357142857142865, 0.0, 0.0, 0.0, -8.25, 0.0, -2.05952380952381]"
9.000000,282.500000,"[0.0, 0.0, 2.654761904761905, 0.0, 0.0, 0.0, 0.0, 0.0, -3.7976190476190483, 0.0, 0.0, 0.0, 0.0, -4.357142857142856, -12.083333333333332, 0.0, 0.0]"
9.000000,287.500000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.2500000000000004, -1.6190476190476195, 3.089285714285715, 0.0, 0.0, -6.267857142857142, -4.309523809523808, 0.0, 2.083333333333334]"
9.000000,292.500000,"[0.0, 0.0, -1.7857142857142863, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8571428571428577, 0.0, 1.7380952380952386, 0.0, 0.0, 0.0, 10.017857142857146, 0.0, 0.0]"
9.000000,297.500000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.2678571428571432, 1.660714285714286, 0.0, -2.0000000000000004, 0.0, 6.625000000000002, 10.000000000000002, 0.0, 0.0]"
9.000000,302.500000,"[0.0, 0.0, 1.5952380952380953, 0.0, 0.0, -1.6547619047619053, 0.0, 0.0, 1.8214285714285718, 0.0, -1.9642857142857149, 0.0, 0.0, 5.000000000000002, 5.714285714285715, -3.339285714285715, 0.0]"
9.000000,307.500000,"[0.0, 0.0, 0.0, 0.0, 0.0, -5.196428571428571, 0.0, 0.0, 0.0, 0.0, -5.910714285714285, 1.7142857142857146, 0.0, 0.0, 0.0, -9.75, -3.7857142857142865]"
9.000000,312.500000,"[0.0, -1.7142857142857149, 0.0, 0.0, 0.0, -12.119047619047619, 0.0, 0.0, 0.0, -2.6309523809523814, -5.7142857142857135, 0.0, 0.0, 0.0, -5.095238095238095, -15.553571428571427, -3.160714285714286]"
9.000000,317.500000,"[0.0, -3.9642857142857153, 0.0, -2.160714285714286, 0.0, -17.142857142857142, 0.0, 0.0, 0.0, -4.654761904761904, 5.261904761904763, 0.0, 0.0, 0.0, -6.761904761904761, -14.095238095238097, 4.0]"
9.000000,322.500000,"[0.0, -5.267857142857142, 0.0, 1.6190476190476195, 0.0, 10.160714285714288, 0.0, 0.0, 0.0, 0.0, 5.904761904761905, 0.0, 0.0, 0.0, 2.5, 10.160714285714288, 2.4761904761904767]"
9.000000,327.500000,"[0.0, -4.946428571428569, 0.0, 0.0, 0.0, 15.011904761904761, 0.0, 0.0, 0.0, 4.666666666666668, 2.3809523809523814, -1.6428571428571435, 0.0, 0.0, 6.571428571428573, 11.571428571428573, 0.0]"
9.000000,332.500000,"[0.0, 0.0, 0.0, 0.0, 0.0, 12.000000000000002, 0.0, -2.339285714285715, 0.0, 2.8571428571428577, 0.0, 0.0, 0.0, 1.4285714285714288, 1.4880952380952384, 7.535714285714287, 0.0]"
9.000000,337.500000,"[0.0, 7.250000000000001, 0.0, 0.0, 0.0, 7.571428571428573, 0.0, -5.017857142857142, 0.0, 0.0, 0.0, 2.0000000000000004, 0.0, 0.0, 0.0, 1.5000000000000002, 0.0]"
9.000000,342.500000,"[0.0, 11.696428571428573, 0.0, 0.0, 0.0, 3.3571428571428577, 0.0, -9.190476190476188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
9.000000,347.500000,"[0.0, 11.42857142857143, -1.571428571428572, 0.0, 0.0, 0.0, 0.0, 7.321428571428572, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
9.000000,352.500000,"[0.0, 4.732142857142858, -3.2023809523809526, 0.0, 0.0, -2.0000000000000004, 0.0, 14.964285714285714, 0.0, -3.571428571428572, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4285714285714288, 0.0]"
9.000000,357.500000,"[0.0, 2.089285714285715, 0.0, 0.0, 0.0, -5.32142857142857, 0.0, 12.476190476190476, 0.0, -3.2380952380952386, 0.0, 0.0, 0.0, -2.8571428571428577, 0.0, 0.0, -2.8571428571428577]"
11.000000,2.500000,"[0.0, 0.0, 9.880952380952385, 0.0, 0.0, -9.880952380952381, 9.880952380952385, 9.880952380952381, 0.0, 0.0, -8.875, 9.339285714285717, 0.0, -9.880952380952381, -9.880952380952381, -9.630952380952381, -4.125]"
11.000000,7.500000,"[0.0, -4.678571428571428, 9.857142857142858, -5.5892857142857135, 0.0, 9.880952380952381, 9.880952380952385, -9.880952380952381, 0.0, 1.6309523809523814, -2.6071428571428577, -3.095238095238096, 0.0, -9.880952380952381, 9.880952380952385, 9.869047619047619, 0.0]"
11.000000,12.500000,"[0.0, -18.5, -18.5, -5.7142857142857135, 0.0, -18.5, -18.5, -18.5, 0.0, 0.0, 0.0, -19.428571428571427, 0.0, -17.142857142857142, -18.5, -18.5, -19.857142857142858]"
11.000000,17.500000,"[0.0, -20.0, -20.0, -13.017857142857142, 0.0, -20.0, -20.0, -20.0, 0.0, -20.0, 0.0, -17.267857142857142, 0.0, -20.0, -20.0, -20.0, -11.011904761904761]"
11.000000,22.500000,"[20.0, 20.0, 20.0, 18.446428571428577, 0.0, 20.0, 20.0, 20.0, 0.0, 20.0, 0.0, 20.0, 0.0, 20.0, 20.0, 20.0, 10.821428571428573]"
11.000000,27.500000,"[13.017857142857146, 20.0, 20.0, 20.0, 0.0, 20.0, 20.0, 20.0, 0.0, 0.0, -3.273809523809524, 14.07142857142857, -2.8571428571428577, 20.0, 20.0, 20.0, 0.0]"
11.000000,32.500000,"[0.0, 18.5, 15.55357142857143, 2.8571428571428577, 0.0, 18.5, 18.5, 18.5, 0.0, 0.0, 0.0, 6.125000000000002, 0.0, 13.839285714285712, 18.5, 18.5, 17.142857142857146]"
11.000000,37.500000,"[0.0, -9.880952380952381, -5.267857142857142, 6.1607142857142865, 0.0, 9.880952380952385, 9.880952380952385, 9.880952380952385, 0.0, -1.9642857142857149, 0.0, 2.5476190476190483, 0.0, 9.880952380952385, 9.880952380952385, 9.880952380952385, 0.0]"
11.000000,42.500000,"[0.0, 9.880952380952385, 0.0, 9.446428571428573, 0.0, 9.880952380952385, 9.880952380952381, 9.880952380952385, 0.0, 0.0, 0.0, 0.0, 0.0, 9.880952380952385, 9.880952380952381, 9.880952380952385, 0.0]"
11.000000,47.500000,"[-6.416666666666665, 9.880952380952385, -5.999999999999999, 9.660714285714286, 0.0, 9.880952380952385, -9.880952380952381, -9.880952380952381, 0.0, 0.0, 0.0, 0.0, -3.500000000000001, 9.880952380952385, -9.880952380952381, -9.880952380952381, 0.0]"
11.000000,52.500000,"[-9.571428571428573, -9.880952380952381, -3.1964285714285716, 5.916666666666667, 0.0, 9.880952380952385, -9.880952380952381, 9.880952380952385, 0.0, 0.0, 0.0, 0.0, -2.2023809523809526, -9.875, 9.880952380952385, -9.880952380952381, 0.0]"
11.000000,57.500000,"[9.869047619047622, 9.880952380952385, 0.0, 0.0, 0.0, 9.880952380952385, 9.880952380952385, -9.880952380952381, -2.8571428571428577, 2.6666666666666674, 0.0, 0.0, 0.0, 9.857142857142858, -9.880952380952381, 9.880952380952381, 0.0]"
11.000000,62.500000,"[-9.880952380952381, 9.880952380952385, -20.0, 0.0, 0.0, -9.880952380952381, 9.880952380952385, -9.880952380952381, 0.0, 0.0, 0.0, 0.0, 0.0, -9.023809523809524, 9.880952380952385, 9.880952380952385, 0.0]"
11.000000,67.500000,"[-9.880952380952381, -9.880952380952381, 0.0, 0.0, 0.0, 9.880952380952385, 9.880952380952385, 9.880952380952381, -2.3928571428571432, 0.0, 0.0, 0.0, 0.0, 0.0, 9.880952380952385, 9.880952380952385, 0.0]"
