wind_speed_m_per_s,wind_direction_deg,yaw_angles_deg_by_turbine
11.000000,267.500000,"[20.0, 20.0, 13.229166666666666, 20.0, 8.395833333333332, 20.0, 0.0, 20.0, 0.0, 0.0, 0.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
11.000000,272.500000,"[20.0, 20.0, 0.0, -9.5625, 20.0, 8.0, 0.0, 17.854166666666664, 0.0, 0.0, 0.0, 17.854166666666664, 17.854166666666664, 0.0, 17.854166666666664, 17.854166666666664, 0.0]"
11.000000,277.500000,"[2.875, 16.0, 2.8125, -6.541666666666666, 0.0, 0.0, -5.5625, 9.833333333333334, 0.0, 0.0, 0.0, 9.833333333333334, 9.833333333333334, 0.0, -9.833333333333334, 12.0, -20.0]"
11.000000,282.500000,"[-20.0, -20.0, -20.0, 20.0, -20.0, -20.0, -20.0, -20.0, 0.0, -8.541666666666668, 0.0, -20.0, -20.0, -5.791666666666666, -18.25, -18.0, -4.0]"
11.000000,287.500000,"[17.854166666666664, 17.854166666666664, 17.854166666666664, 6.291666666666666, 17.854166666666664, 17.854166666666664, 17.854166666666664, 17.854166666666664, 0.0, -9.833333333333334, 0.0, 17.854166666666664, 17.854166666666664, 0.0, 17.854166666666664, 17.854166666666664, 13.708333333333332]"
11.000000,292.500000,"[9.833333333333334, -9.645833333333332, -9.833333333333334, 0.0, -4.0, 0.0, 0.0, -9.833333333333334, 0.0, -9.833333333333334, 0.0, 9.833333333333334, 9.833333333333334, 0.0, 9.833333333333334, -9.833333333333334, 0.0]"
11.000000,297.500000,"[9.833333333333334, -9.833333333333334, 9.833333333333334, -4.0, 0.0, 0.0, 4.916666666666667, 9.833333333333334, 0.0, -9.833333333333334, 0.0, 9.833333333333334, -9.833333333333334, 0.0, 9.833333333333334, 9.833333333333334, 0.0]"
11.000000,302.500000,"[-20.0, -20.0, -20.0, -20.0, -16.0, -16.0, 0.0, -20.0, 0.0, -9.833333333333334, -7.458333333333334, -20.0, -19.5, 0.0, -18.458333333333332, -19.25, 0.0]"
11.000000,307.500000,"[20.0, 20.0, 20.0, 20.0, 20.0, 14.291666666666668, 0.0, 20.0, 0.0, -9.833333333333334, 0.0, 20.0, 20.0, 0.0, 20.0, 20.0, 0.0]"
13.000000,232.500000,"[-18.5, -13.0, -17.645833333333336, 7.104166666666666, 20.0, -11.0625, 20.0, -20.0, -19.802083333333336, -18.25, 0.0, 20.0, 20.0, -20.0, -20.0, -20.0, -8.916666666666666]"
13.000000,237.500000,"[-16.354166666666664, 19.75, -10.5, 12.625, -20.0, 4.958333333333334, 20.0, 20.0, -16.3125, -18.833333333333332, -5.5, 20.0, -20.0, 20.0, 20.0, 20.0, 18.0]"
13.000000,242.500000,"[15.125, -17.4375, -13.708333333333332, -19.395833333333336, -20.0, -16.625, -20.0, -20.0, -12.5, -18.604166666666664, -16.0, 20.0, -20.0, -20.0, -20.0, -20.0, -16.916666666666668]"
13.000000,247.500000,"[-19.125, 0.0, 16.916666666666668, 20.0, 20.0, 15.208333333333332, -20.0, 20.0, -15.416666666666666, -16.458333333333336, -18.166666666666668, 20.0, 20.0, -20.0, -20.0, 20.0, -18.895833333333336]"
13.000000,252.500000,"[14.5625, 6.354166666666666, 18.75, -15.75, 20.0, 16.5625, 15.416666666666666, -20.0, -16.0, -16.791666666666664, -18.822916666666664, 20.0, 20.0, 16.395833333333336, 20.0, 20.0, 17.166666666666668]"
13.000000,257.500000,"[5.291666666666666, -16.895833333333336, 11.416666666666666, 0.0, -20.0, 19.677083333333336, -2.208333333333333, -20.0, -3.291666666666667, -17.770833333333332, -14.625, -20.0, -20.0, 0.0, -20.0, -20.0, 16.729166666666668]"
13.000000,262.500000,"[-20.0, -20.0, -2.645833333333333, 0.0, 11.583333333333334, -15.1875, 20.0, 20.0, 0.0, 0.0, -12.833333333333334, -20.0, 20.0, 0.0, -20.0, -20.0, -19.84375]"
13.000000,267.500000,"[0.0, 19.520833333333336, -20.0, -17.729166666666668, 2.708333333333333, -15.0625, 0.0, -20.0, -17.0, -20.0, -18.0, 20.0, -20.0, -13.375, -20.0, 20.0, 17.3125]"
13.000000,272.500000,"[4.4375, -12.395833333333332, 2.875, 20.0, 0.0, 19.864583333333332, -17.125, 20.0, -18.1875, 0.0, -17.854166666666664, -20.0, 20.0, -18.145833333333336, -20.0, 20.0, 14.8125]"
13.000000,277.500000,"[-17.145833333333336, 0.0, -17.875, 19.78125, -15.5625, 18.5, 19.802083333333336, -20.0, -14.0, -17.375, -16.645833333333336, 20.0, -20.0, -16.854166666666664, 20.0, -20.0, 0.0]"
13.000000,282.500000,"[-20.0, -11.0, -20.0, -14.145833333333332, -20.0, -14.0625, -14.770833333333334, -20.0, 0.0, -20.0, -12.0, 20.0, 20.0, -19.604166666666664, 20.0, -20.0, -2.75]"
13.000000,287.500000,"[20.0, -19.28125, 20.0, 0.0, 20.0, 17.083333333333332, 11.604166666666668, -20.0, 0.0, -20.0, -11.5, -20.0, -20.0, -17.645833333333336, -20.0, -20.0, 16.729166666666668]"
13.000000,292.500000,"[-20.0, -20.0, -20.0, -8.5625, -20.0, 19.104166666666664, -18.1875, -20.0, 0.0, -20.0, -4.0, -20.0, -20.0, -17.416666666666668, -20.0, 20.0, -17.333333333333332]"
13.000000,297.500000,"[-20.0, 20.0, 20.0, 19.541666666666668, 12.0, 14.854166666666668, 19.46875, 20.0, -16.0, -20.0, -16.0, 20.0, 20.0, -3.25, 20.0, -20.0, -17.3125]"
